objectid,parentid,title,creator,film,source,date,description,subject,timestamp,angle,distance,location,movement,lighting,composition,duration,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
punc-01023,,PUNC-01023,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:10:23,,,,,,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01023/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01023/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01023/tiles/full/300,169/0/default.jpg",A starry sky,
punc-01046,,PUNC-01046,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:10:46,,,,,,,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01046/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01046/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01046/tiles/full/300,169/0/default.jpg",Vertical stripes of shades of pink and blue.,
punc-01047,,PUNC-01047,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:10:47,eye-level,plan américain,interior,mobile; tracking,,group shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01047/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01047/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01047/tiles/full/300,169/0/default.jpg",Several men work in a plunger warehouse.,
punc-01058,,PUNC-01058,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:10:58,eye-level; over the shoulder,medium shot,interior,mobile; tracking,,group shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01058/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01058/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01058/tiles/full/300,169/0/default.jpg",A group of men talk.,
punc-01121,,PUNC-01121,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:11:21,eye-level,plan américain,interior,mobile; tracking,,two shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01121/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01121/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01121/tiles/full/300,169/0/default.jpg",A man talks on the phone.,
punc-01202,,PUNC-01202,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:12:02,low,close-up,interior,fixed,,dirty single,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01202/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01202/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01202/tiles/full/300,169/0/default.jpg",A man talks on the phone.,
punc-01238,,PUNC-01238,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:12:38,eye-level,medium shot,interior,mobile; tracking,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01238/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01238/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01238/tiles/full/300,169/0/default.jpg",A man breaks a plunger.,
punc-01303,,PUNC-01303,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:13:03,low,medium shot,interior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01303/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01303/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01303/tiles/full/300,169/0/default.jpg",A man closes the door to his office as he enters.,
punc-01309,,PUNC-01309,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:13:09,low,medium shot,interior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01309/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01309/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01309/tiles/full/300,169/0/default.jpg",A man talks on the phone.,
punc-01347,,PUNC-01347,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:13:47,high,close-up,interior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01347/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01347/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01347/tiles/full/300,169/0/default.jpg",A man plays the harmonium.,
punc-01350,,PUNC-01350,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:13:50,high,medium shot,interior,mobile; tracking; crane; tilt,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01350/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01350/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01350/tiles/full/300,169/0/default.jpg",A man bumps into a glass door before opening it and stepping through.,
punc-01355,,PUNC-01355,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:13:55,eye-level,full shot,exterior,mobile; tracking,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01355/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01355/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01355/tiles/full/300,169/0/default.jpg",A group of men eat outside.,
punc-01410,,PUNC-01410,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:14:10,eye-level,full shot,exterior,mobile; tracking,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01410/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01410/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01410/tiles/full/300,169/0/default.jpg",People walk around a white car.,
punc-01419,,PUNC-01419,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:14:19,eye-level,close-up,exterior,mobile; tracking,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01419/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01419/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01419/tiles/full/300,169/0/default.jpg",Two men talk in front of a food truck.,
punc-01424,,PUNC-01424,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:14:24,eye-level,medium shot,interior,mobile; tracking,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01424/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01424/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01424/tiles/full/300,169/0/default.jpg","Two men do work at a desk: one sitting in a chair, the other kneeling.",
punc-01451,,PUNC-01451,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:14:51,eye-level,medium shot,interior,mobile; pan; tracking,,two shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01451/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01451/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01451/tiles/full/300,169/0/default.jpg",A man and a woman talk.,
punc-01545,,PUNC-01545,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:15:45,eye-level,close-up,interior,mobile; tracking,,single shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01545/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01545/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01545/tiles/full/300,169/0/default.jpg",A man stares off screen.,
punc-01554,,PUNC-01554,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:15:54,eye-level,establishing shot,interior,mobile; handheld,,,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01554/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01554/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01554/tiles/full/300,169/0/default.jpg",The front door of a home.,
punc-01603,,PUNC-01603,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:16:03,eye-level,plan américain,interior,mobile; handheld; pan; tracking,,single shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01603/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01603/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01603/tiles/full/300,169/0/default.jpg",A man steps through a door holding a box.,
punc-01620,,PUNC-01620,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:16:20,eye-level; over the shoulder,medium shot,interior,mobile; handheld; pan; tracking,,group shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01620/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01620/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01620/tiles/full/300,169/0/default.jpg",A group of people stand in a kitchen.,
punc-01704,,PUNC-01704,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:17:04,eye-level,medium shot,interior,mobile; handheld; tracking,,two shot,long take,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-01704/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-01704/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-01704/tiles/full/300,169/0/default.jpg",A man hands a box to a woman.,
